排名,英文,語料次數,頻率層,詞性,中文,學習優先度,類型,過去式,過去分詞,不規則,筆記
2421,hundreds,48,02｜高頻,,,A 基礎優先,,,,,
2422,imagined,48,02｜高頻,,,A 基礎優先,,,,,
2423,inflammatory,48,02｜高頻,,,A 基礎優先,,,,,
2424,irish,48,02｜高頻,,,A 基礎優先,,,,,
2425,list,48,02｜高頻,n.,清單,B 中高級核心,名詞,—,—,—,
2426,maintain,48,02｜高頻,v.,維持,B 中高級核心,動詞,maintained,maintained,否,
2427,management,48,02｜高頻,n.,管理,B 中高級核心,名詞,—,—,—,
2428,noble,48,02｜高頻,,,A 基礎優先,,,,,
2429,northwest,48,02｜高頻,,,A 基礎優先,,,,,
2430,orderly,48,02｜高頻,,,A 基礎優先,,,,,
2431,patches,48,02｜高頻,,,A 基礎優先,,,,,
2432,proper,48,02｜高頻,adj.,適當的,B 中高級核心,形容詞,—,—,—,
2433,province,48,02｜高頻,,,A 基礎優先,,,,,
2434,rates,48,02｜高頻,,,A 基礎優先,,,,,
2435,regimental,48,02｜高頻,,,A 基礎優先,,,,,
2436,revealed,48,02｜高頻,,,A 基礎優先,,,,,
2437,ruin,48,02｜高頻,,,A 基礎優先,,,,,
2438,ruined,48,02｜高頻,,,A 基礎優先,,,,,
2439,secured,48,02｜高頻,,,A 基礎優先,,,,,
2440,sinuses,48,02｜高頻,,,A 基礎優先,,,,,
2441,tends,48,02｜高頻,,,A 基礎優先,,,,,
2442,throw,48,02｜高頻,v.,丟；投擲,A 基礎必會,動詞,threw,thrown,是,
2443,tobacco,48,02｜高頻,,,A 基礎優先,,,,,
2444,useless,48,02｜高頻,,,A 基礎優先,,,,,
2445,using,48,02｜高頻,,,A 基礎優先,,,,,
2446,vast,48,02｜高頻,,,A 基礎優先,,,,,
2447,weakness,48,02｜高頻,,,A 基礎優先,,,,,
2448,abdominal,47,02｜高頻,,,A 基礎優先,,,,,
2449,approved,47,02｜高頻,,,A 基礎優先,,,,,
2450,art,47,02｜高頻,n.,藝術,A 基礎必會,名詞,—,—,—,
2451,beaten,47,02｜高頻,,,A 基礎優先,,,,,
2452,begins,47,02｜高頻,,,A 基礎優先,,,,,
2453,bitter,47,02｜高頻,,,A 基礎優先,,,,,
2454,border,47,02｜高頻,n.,邊界,A 基礎必會,名詞,—,—,—,
2455,cards,47,02｜高頻,,,A 基礎優先,,,,,
2456,cheeks,47,02｜高頻,,,A 基礎優先,,,,,
2457,confederation,47,02｜高頻,,,A 基礎優先,,,,,
2458,continuous,47,02｜高頻,,,A 基礎優先,,,,,
2459,delay,47,02｜高頻,n.,延遲,A 基礎必會,名詞,—,—,—,
2460,donations,47,02｜高頻,,,A 基礎優先,,,,,
2461,doors,47,02｜高頻,,,A 基礎優先,,,,,
2462,drop,47,02｜高頻,,,A 基礎優先,,,,,
2463,epithelioma,47,02｜高頻,,,A 基礎優先,,,,,
2464,exactly,47,02｜高頻,adv.,正確地；完全,A 基礎必會,副詞,—,—,—,
2465,extend,47,02｜高頻,,,A 基礎優先,,,,,
2466,fellows,47,02｜高頻,,,A 基礎優先,,,,,
2467,gap,47,02｜高頻,,,A 基礎優先,,,,,
2468,grief,47,02｜高頻,,,A 基礎優先,,,,,
2469,happening,47,02｜高頻,,,A 基礎優先,,,,,
2470,hip,47,02｜高頻,,,A 基礎優先,,,,,
2471,historic,47,02｜高頻,,,A 基礎優先,,,,,
2472,illness,47,02｜高頻,,,A 基礎優先,,,,,
2473,income,47,02｜高頻,n.,收入,B 中高級核心,名詞,—,—,—,
2474,indians,47,02｜高頻,,,A 基礎優先,,,,,
2475,kiss,47,02｜高頻,,,A 基礎優先,,,,,
2476,markets,47,02｜高頻,,,A 基礎優先,,,,,
2477,monroe,47,02｜高頻,,,A 基礎優先,,,,,
2478,owing,47,02｜高頻,,,A 基礎優先,,,,,
2479,pfuel,47,02｜高頻,,,A 基礎優先,,,,,
2480,provide,47,02｜高頻,v.,提供,A 基礎必會,動詞,provided,provided,否,
2481,rapidity,47,02｜高頻,,,A 基礎優先,,,,,
2482,repeating,47,02｜高頻,,,A 基礎優先,,,,,
2483,resistance,47,02｜高頻,,,A 基礎優先,,,,,
2484,review,47,02｜高頻,v./n.,複習；評論,B 中高級核心,動詞；名詞,reviewed,reviewed,否,
2485,safe,47,02｜高頻,adj.,安全的,B 中高級核心,形容詞,—,—,—,
2486,thy,47,02｜高頻,,,A 基礎優先,,,,,
2487,wheels,47,02｜高頻,,,A 基礎優先,,,,,
2488,worthy,47,02｜高頻,,,A 基礎優先,,,,,
2489,anxiety,46,02｜高頻,n.,焦慮,A 基礎必會,名詞,—,—,—,
2490,attempts,46,02｜高頻,,,A 基礎優先,,,,,
2491,autumn,46,02｜高頻,,,A 基礎優先,,,,,
2492,beat,46,02｜高頻,v.,打敗；敲打,A 基礎必會,動詞,beat,beaten,是,
2493,benefit,46,02｜高頻,n.,好處；利益,A 基礎必會,名詞,—,—,—,
2494,bore,46,02｜高頻,,,A 基礎優先,,,,,
2495,bottle,46,02｜高頻,n.,瓶子,A 基礎必會,名詞,—,—,—,
2496,bullet,46,02｜高頻,,,A 基礎優先,,,,,
2497,choice,46,02｜高頻,n.,選擇,A 基礎必會,名詞,—,—,—,
2498,comrades,46,02｜高頻,,,A 基礎優先,,,,,
2499,continental,46,02｜高頻,,,A 基礎優先,,,,,
2500,copy,46,02｜高頻,,,A 基礎優先,,,,,
2501,cord,46,02｜高頻,,,A 基礎優先,,,,,
2502,defeat,46,02｜高頻,,,A 基礎優先,,,,,
2503,difference,46,02｜高頻,n.,差異,A 基礎必會,名詞,—,—,—,
2504,dollars,46,02｜高頻,,,A 基礎優先,,,,,
2505,duke,46,02｜高頻,,,A 基礎優先,,,,,
2506,ear,46,02｜高頻,n.,耳朵,A 基礎必會,名詞,—,—,—,
2507,embraced,46,02｜高頻,,,A 基礎優先,,,,,
2508,fortunes,46,02｜高頻,,,A 基礎優先,,,,,
2509,granted,46,02｜高頻,,,A 基礎優先,,,,,
2510,headquarters,46,02｜高頻,,,A 基礎優先,,,,,
2511,hospital,46,02｜高頻,n.,醫院,B 中高級核心,名詞,—,—,—,
2512,incision,46,02｜高頻,,,A 基礎優先,,,,,
2513,indian,46,02｜高頻,,,A 基礎優先,,,,,
2514,induced,46,02｜高頻,,,A 基礎優先,,,,,
2515,inquired,46,02｜高頻,,,A 基礎優先,,,,,
2516,instantly,46,02｜高頻,,,A 基礎優先,,,,,
2517,instructions,46,02｜高頻,,,A 基礎優先,,,,,
2518,international,46,02｜高頻,adj.,國際的,B 中高級核心,形容詞,—,—,—,
2519,loudly,46,02｜高頻,,,A 基礎優先,,,,,
2520,mention,46,02｜高頻,v.,提到,A 基礎必會,動詞,mentioned,mentioned,否,
2521,message,46,02｜高頻,n.,訊息,B 中高級核心,名詞,—,—,—,
2522,nodded,46,02｜高頻,,,A 基礎優先,,,,,
2523,polish,46,02｜高頻,,,A 基礎優先,,,,,
2524,prepare,46,02｜高頻,v.,準備,A 基礎必會,動詞,prepared,prepared,否,
2525,provision,46,02｜高頻,,,A 基礎優先,,,,,
2526,quarter,46,02｜高頻,,,A 基礎優先,,,,,
2527,remarks,46,02｜高頻,,,A 基礎優先,,,,,
2528,serous,46,02｜高頻,,,A 基礎優先,,,,,
2529,servant,46,02｜高頻,,,A 基礎優先,,,,,
2530,somewhat,46,02｜高頻,,,A 基礎優先,,,,,
2531,stamp,46,02｜高頻,,,A 基礎優先,,,,,
2532,stranger,46,02｜高頻,,,A 基礎優先,,,,,
2533,tertiary,46,02｜高頻,,,A 基礎優先,,,,,
2534,throwing,46,02｜高頻,,,A 基礎優先,,,,,
2535,underwood,46,02｜高頻,,,A 基礎優先,,,,,
2536,unlike,46,02｜高頻,,,A 基礎優先,,,,,
2537,yours,46,02｜高頻,,,A 基礎優先,,,,,
2538,abscesses,45,02｜高頻,,,A 基礎優先,,,,,
2539,advancing,45,02｜高頻,,,A 基礎優先,,,,,
2540,association,45,02｜高頻,n.,協會；關聯,A 基礎必會,名詞,—,—,—,
2541,baby,45,02｜高頻,n.,嬰兒,A 基礎必會,名詞,—,—,—,
2542,battalion,45,02｜高頻,,,A 基礎優先,,,,,
2543,bedroom,45,02｜高頻,n.,臥室,A 基礎必會,名詞,—,—,—,
2544,catch,45,02｜高頻,v.,抓住；趕上,A 基礎必會,動詞,caught,caught,是,
2545,corn,45,02｜高頻,,,A 基礎優先,,,,,
2546,couple,45,02｜高頻,n.,一對；幾個,A 基礎必會,名詞,—,—,—,
2547,dancing,45,02｜高頻,,,A 基礎優先,,,,,
2548,despair,45,02｜高頻,,,A 基礎優先,,,,,
2549,disappear,45,02｜高頻,,,A 基礎優先,,,,,
2550,discovered,45,02｜高頻,,,A 基礎優先,,,,,
2551,doctors,45,02｜高頻,,,A 基礎優先,,,,,
2552,dolgorukov,45,02｜高頻,,,A 基礎優先,,,,,
2553,dream,45,02｜高頻,v./n.,做夢；夢想,A 基礎必會,動詞；名詞,dreamed/dreamt,dreamed/dreamt,是,
2554,energy,45,02｜高頻,n.,能量,A 基礎必會,名詞,—,—,—,
2555,establish,45,02｜高頻,v.,建立,B 中高級核心,動詞,established,established,否,
2556,exhausted,45,02｜高頻,,,A 基礎優先,,,,,
2557,families,45,02｜高頻,,,A 基礎優先,,,,,
2558,federation,45,02｜高頻,,,A 基礎優先,,,,,
2559,gained,45,02｜高頻,,,A 基礎優先,,,,,
2560,hung,45,02｜高頻,,,A 基礎優先,,,,,
2561,hurry,45,02｜高頻,,,A 基礎優先,,,,,
2562,judge,45,02｜高頻,n.,法官,B 中高級核心,名詞,—,—,—,
2563,meanwhile,45,02｜高頻,adv.,同時；另一方面,B 中高級核心,副詞,—,—,—,
2564,monsieur,45,02｜高頻,,,A 基礎優先,,,,,
2565,mustache,45,02｜高頻,,,A 基礎優先,,,,,
2566,namely,45,02｜高頻,,,A 基礎優先,,,,,
2567,older,45,02｜高頻,,,A 基礎優先,,,,,
2568,peoples,45,02｜高頻,,,A 基礎優先,,,,,
2569,perfectly,45,02｜高頻,,,A 基礎優先,,,,,
2570,price,45,02｜高頻,n.,價格,B 中高級核心,名詞,—,—,—,
2571,prices,45,02｜高頻,,,A 基礎優先,,,,,
2572,proclamation,45,02｜高頻,,,A 基礎優先,,,,,
2573,production,45,02｜高頻,n.,生產,B 中高級核心,名詞,—,—,—,
2574,rank,45,02｜高頻,,,A 基礎優先,,,,,
2575,related,45,02｜高頻,,,A 基礎優先,,,,,
2576,rough,45,02｜高頻,,,A 基礎優先,,,,,
2577,scale,45,02｜高頻,,,A 基礎優先,,,,,
2578,senator,45,02｜高頻,,,A 基礎優先,,,,,
2579,senators,45,02｜高頻,,,A 基礎優先,,,,,
2580,specially,45,02｜高頻,,,A 基礎優先,,,,,
2581,stages,45,02｜高頻,,,A 基礎優先,,,,,
2582,supposed,45,02｜高頻,,,A 基礎優先,,,,,
2583,thoroughly,45,02｜高頻,,,A 基礎優先,,,,,
2584,tube,45,02｜高頻,,,A 基礎優先,,,,,
2585,unexpected,45,02｜高頻,,,A 基礎優先,,,,,
2586,adhesions,44,02｜高頻,,,A 基礎優先,,,,,
2587,capture,44,02｜高頻,,,A 基礎優先,,,,,
2588,changing,44,02｜高頻,,,A 基礎優先,,,,,
2589,clouds,44,02｜高頻,,,A 基礎優先,,,,,
2590,conservative,44,02｜高頻,,,A 基礎優先,,,,,
2591,courts,44,02｜高頻,,,A 基礎優先,,,,,
2592,daily,44,02｜高頻,adj./adv.,每日的,A 基礎必會,形容詞；副詞,—,—,—,
2593,dense,44,02｜高頻,,,A 基礎優先,,,,,
2594,diminished,44,02｜高頻,,,A 基礎優先,,,,,
2595,ease,44,02｜高頻,,,A 基礎優先,,,,,
2596,elected,44,02｜高頻,,,A 基礎優先,,,,,
2597,exist,44,02｜高頻,v.,存在,B 中高級核心,動詞,existed,existed,否,
2598,favorite,44,02｜高頻,adj.,最喜歡的,A 基礎必會,形容詞,—,—,—,
2599,feeble,44,02｜高頻,,,A 基礎優先,,,,,
2600,forests,44,02｜高頻,,,A 基礎優先,,,,,
2601,friendship,44,02｜高頻,,,A 基礎優先,,,,,
2602,gain,44,02｜高頻,v.,獲得；增加,A 基礎必會,動詞,gained,gained,否,
2603,invited,44,02｜高頻,,,A 基礎優先,,,,,
2604,june,44,02｜高頻,,,A 基礎優先,,,,,
2605,louis,44,02｜高頻,,,A 基礎優先,,,,,
2606,madison,44,02｜高頻,,,A 基礎優先,,,,,
2607,manifestations,44,02｜高頻,,,A 基礎優先,,,,,
2608,medium,44,02｜高頻,,,A 基礎優先,,,,,
2609,militia,44,02｜高頻,,,A 基礎優先,,,,,
2610,owners,44,02｜高頻,,,A 基礎優先,,,,,
2611,positive,44,02｜高頻,adj.,正面的,B 中高級核心,形容詞,—,—,—,
2612,powder,44,02｜高頻,,,A 基礎優先,,,,,
2613,preparations,44,02｜高頻,,,A 基礎優先,,,,,
2614,prevented,44,02｜高頻,,,A 基礎優先,,,,,
2615,proud,44,02｜高頻,,,A 基礎優先,,,,,
2616,reference,44,02｜高頻,,,A 基礎優先,,,,,
2617,roads,44,02｜高頻,,,A 基礎優先,,,,,
2618,september,44,02｜高頻,,,A 基礎優先,,,,,
2619,severity,44,02｜高頻,,,A 基礎優先,,,,,
2620,stories,44,02｜高頻,,,A 基礎優先,,,,,
2621,undergo,44,02｜高頻,,,A 基礎優先,,,,,
2622,valet,44,02｜高頻,,,A 基礎優先,,,,,
2623,vascular,44,02｜高頻,,,A 基礎優先,,,,,
2624,watching,44,02｜高頻,,,A 基礎優先,,,,,
2625,absorption,43,02｜高頻,,,A 基礎優先,,,,,
2626,ahead,43,02｜高頻,adv.,在前面；提前,A 基礎必會,副詞,—,—,—,
2627,apply,43,02｜高頻,v.,申請；應用,A 基礎必會,動詞,applied,applied,否,
2628,arakcheev,43,02｜高頻,,,A 基礎優先,,,,,
2629,balance,43,02｜高頻,n.,平衡,A 基礎必會,名詞,—,—,—,
2630,beard,43,02｜高頻,,,A 基礎優先,,,,,
2631,bow,43,02｜高頻,,,A 基礎優先,,,,,
2632,breathing,43,02｜高頻,,,A 基礎優先,,,,,
2633,bullets,43,02｜高頻,,,A 基礎優先,,,,,
2634,careful,43,02｜高頻,adj.,小心的,A 基礎必會,形容詞,—,—,—,
2635,cheek,43,02｜高頻,,,A 基礎優先,,,,,
2636,china,43,02｜高頻,,,A 基礎優先,,,,,
2637,claim,43,02｜高頻,,,A 基礎優先,,,,,
2638,combination,43,02｜高頻,,,A 基礎優先,,,,,
2639,combined,43,02｜高頻,,,A 基礎優先,,,,,
2640,dare,43,02｜高頻,,,A 基礎優先,,,,,
2641,deformans,43,02｜高頻,,,A 基礎優先,,,,,
2642,delight,43,02｜高頻,,,A 基礎優先,,,,,
2643,distinct,43,02｜高頻,,,A 基礎優先,,,,,
2644,fortune,43,02｜高頻,,,A 基礎優先,,,,,
2645,frowned,43,02｜高頻,,,A 基礎優先,,,,,
2646,humerus,43,02｜高頻,,,A 基礎優先,,,,,
2647,hunter,43,02｜高頻,,,A 基礎優先,,,,,
2648,icon,43,02｜高頻,,,A 基礎優先,,,,,
2649,included,43,02｜高頻,,,A 基礎優先,,,,,
2650,increases,43,02｜高頻,,,A 基礎優先,,,,,
2651,inquiry,43,02｜高頻,,,A 基礎優先,,,,,
2652,inside,43,02｜高頻,adv.,在裡面,A 基礎必會,副詞,—,—,—,
2653,invasion,43,02｜高頻,,,A 基礎優先,,,,,
2654,iodoform,43,02｜高頻,,,A 基礎優先,,,,,
2655,letting,43,02｜高頻,,,A 基礎優先,,,,,
2656,localised,43,02｜高頻,,,A 基礎優先,,,,,
2657,losing,43,02｜高頻,,,A 基礎優先,,,,,
2658,madame,43,02｜高頻,,,A 基礎優先,,,,,
2659,manufactures,43,02｜高頻,,,A 基礎優先,,,,,
2660,mounted,43,02｜高頻,,,A 基礎優先,,,,,
2661,needs,43,02｜高頻,,,A 基礎優先,,,,,
2662,parents,43,02｜高頻,,,A 基礎優先,,,,,
2663,ports,43,02｜高頻,,,A 基礎優先,,,,,
2664,program,43,02｜高頻,n.,程式；節目,B 中高級核心,名詞,—,—,—,
2665,removing,43,02｜高頻,,,A 基礎優先,,,,,
2666,resolute,43,02｜高頻,,,A 基礎優先,,,,,
2667,retired,43,02｜高頻,,,A 基礎優先,,,,,
2668,sharply,43,02｜高頻,,,A 基礎優先,,,,,
2669,sons,43,02｜高頻,,,A 基礎優先,,,,,
2670,sores,43,02｜高頻,,,A 基礎優先,,,,,
2671,sterilised,43,02｜高頻,,,A 基礎優先,,,,,
2672,stomach,43,02｜高頻,,,A 基礎優先,,,,,
2673,structures,43,02｜高頻,,,A 基礎優先,,,,,
2674,surgeon,43,02｜高頻,,,A 基礎優先,,,,,
2675,surroundings,43,02｜高頻,,,A 基礎優先,,,,,
2676,territories,43,02｜高頻,,,A 基礎優先,,,,,
2677,thirds,43,02｜高頻,,,A 基礎優先,,,,,
2678,twelve,43,02｜高頻,,,A 基礎優先,,,,,
2679,vicomte,43,02｜高頻,,,A 基礎優先,,,,,
2680,voters,43,02｜高頻,,,A 基礎優先,,,,,
2681,altered,42,02｜高頻,,,A 基礎優先,,,,,
2682,angel,42,02｜高頻,,,A 基礎優先,,,,,
2683,apparent,42,02｜高頻,adj.,顯然的,A 基礎必會,形容詞,—,—,—,
2684,bearing,42,02｜高頻,,,A 基礎優先,,,,,
2685,bottom,42,02｜高頻,n.,底部,A 基礎必會,名詞,—,—,—,
2686,carriages,42,02｜高頻,,,A 基礎優先,,,,,
2687,cattle,42,02｜高頻,,,A 基礎優先,,,,,
2688,cleveland,42,02｜高頻,,,A 基礎優先,,,,,
2689,color,42,02｜高頻,n.,顏色,A 基礎必會,名詞,—,—,—,
2690,communication,42,02｜高頻,n.,溝通；通訊,A 基礎必會,名詞,—,—,—,
2691,cutaneous,42,02｜高頻,,,A 基礎優先,,,,,
2692,davout,42,02｜高頻,,,A 基礎優先,,,,,
2693,dealing,42,02｜高頻,,,A 基礎優先,,,,,
2694,disturbance,42,02｜高頻,,,A 基礎優先,,,,,
2695,excessive,42,02｜高頻,,,A 基礎優先,,,,,
2696,favored,42,02｜高頻,,,A 基礎優先,,,,,
2697,gallop,42,02｜高頻,,,A 基礎優先,,,,,
2698,guilty,42,02｜高頻,,,A 基礎優先,,,,,
2699,hanging,42,02｜高頻,,,A 基礎優先,,,,,
2700,harm,42,02｜高頻,,,A 基礎優先,,,,,
2701,hay,42,02｜高頻,,,A 基礎優先,,,,,
2702,immigrants,42,02｜高頻,,,A 基礎優先,,,,,
2703,jersey,42,02｜高頻,,,A 基礎優先,,,,,
2704,joseph,42,02｜高頻,,,A 基礎優先,,,,,
2705,knife,42,02｜高頻,,,A 基礎優先,,,,,
2706,literary,42,02｜高頻,,,A 基礎優先,,,,,
2707,loving,42,02｜高頻,,,A 基礎優先,,,,,
2708,mercy,42,02｜高頻,,,A 基礎優先,,,,,
2709,obtain,42,02｜高頻,,,A 基礎優先,,,,,
2710,organization,42,02｜高頻,n.,組織,B 中高級核心,名詞,—,—,—,
2711,pains,42,02｜高頻,,,A 基礎優先,,,,,
2712,prayer,42,02｜高頻,,,A 基礎優先,,,,,
2713,provinces,42,02｜高頻,,,A 基礎優先,,,,,
2714,race,42,02｜高頻,,,A 基礎優先,,,,,
2715,reconstruction,42,02｜高頻,,,A 基礎優先,,,,,
2716,refuse,42,02｜高頻,v.,拒絕,B 中高級核心,動詞,refused,refused,否,
2717,represented,42,02｜高頻,,,A 基礎優先,,,,,
2718,respectfully,42,02｜高頻,,,A 基礎優先,,,,,
2719,rid,42,02｜高頻,,,A 基礎優先,,,,,
2720,role,42,02｜高頻,n.,角色；作用,B 中高級核心,名詞,—,—,—,
2721,saber,42,02｜高頻,,,A 基礎優先,,,,,
2722,satisfactory,42,02｜高頻,,,A 基礎優先,,,,,
2723,sequestrum,42,02｜高頻,,,A 基礎優先,,,,,
2724,settle,42,02｜高頻,,,A 基礎優先,,,,,
2725,softly,42,02｜高頻,,,A 基礎優先,,,,,
2726,spirits,42,02｜高頻,,,A 基礎優先,,,,,
2727,statement,42,02｜高頻,,,A 基礎優先,,,,,
2728,sternly,42,02｜高頻,,,A 基礎優先,,,,,
2729,stretching,42,02｜高頻,,,A 基礎優先,,,,,
2730,surgery,42,02｜高頻,,,A 基礎優先,,,,,
2731,sword,42,02｜高頻,,,A 基礎優先,,,,,
2732,tetanus,42,02｜高頻,,,A 基礎優先,,,,,
2733,thou,42,02｜高頻,,,A 基礎優先,,,,,
2734,thrust,42,02｜高頻,,,A 基礎優先,,,,,
2735,top,42,02｜高頻,,,A 基礎優先,,,,,
2736,trap,42,02｜高頻,,,A 基礎優先,,,,,
2737,tree,42,02｜高頻,n.,樹,B 中高級核心,名詞,—,—,—,
2738,varicose,42,02｜高頻,,,A 基礎優先,,,,,
2739,weather,42,02｜高頻,n.,天氣,B 中高級核心,名詞,—,—,—,
2740,wishes,42,02｜高頻,,,A 基礎優先,,,,,
2741,wool,42,02｜高頻,,,A 基礎優先,,,,,
2742,affecting,41,02｜高頻,,,A 基礎優先,,,,,
2743,alexeevich,41,02｜高頻,,,A 基礎優先,,,,,
2744,areas,41,02｜高頻,,,A 基礎優先,,,,,
2745,assured,41,02｜高頻,,,A 基礎優先,,,,,
2746,battles,41,02｜高頻,,,A 基礎優先,,,,,
2747,childhood,41,02｜高頻,,,A 基礎優先,,,,,
2748,cicatricial,41,02｜高頻,,,A 基礎優先,,,,,
2749,civilization,41,02｜高頻,,,A 基礎優先,,,,,
2750,courage,41,02｜高頻,,,A 基礎優先,,,,,
2751,cruel,41,02｜高頻,,,A 基礎優先,,,,,
2752,depend,41,02｜高頻,v.,依靠；取決於,B 中高級核心,動詞,depended,depended,否,
2753,devoted,41,02｜高頻,,,A 基礎優先,,,,,
2754,distributed,41,02｜高頻,,,A 基礎優先,,,,,
2755,elson,41,02｜高頻,,,A 基礎優先,,,,,
2756,existed,41,02｜高頻,,,A 基礎優先,,,,,
2757,facing,41,02｜高頻,,,A 基礎優先,,,,,
2758,factor,41,02｜高頻,n.,因素,A 基礎必會,名詞,—,—,—,
2759,fascia,41,02｜高頻,,,A 基礎優先,,,,,
2760,fill,41,02｜高頻,v.,填滿,A 基礎必會,動詞,filled,filled,否,
2761,grounds,41,02｜高頻,,,A 基礎優先,,,,,
2762,hopes,41,02｜高頻,,,A 基礎優先,,,,,
2763,illinois,41,02｜高頻,,,A 基礎優先,,,,,
2764,incomprehensible,41,02｜高頻,,,A 基礎優先,,,,,
2765,intellectual,41,02｜高頻,,,A 基礎優先,,,,,
2766,january,41,02｜高頻,,,A 基礎優先,,,,,
2767,knoll,41,02｜高頻,,,A 基礎優先,,,,,
2768,lightly,41,02｜高頻,,,A 基礎優先,,,,,
2769,maryland,41,02｜高頻,,,A 基礎優先,,,,,
2770,match,41,02｜高頻,,,A 基礎優先,,,,,
2771,merchant,41,02｜高頻,,,A 基礎優先,,,,,
2772,mist,41,02｜高頻,,,A 基礎優先,,,,,
2773,naval,41,02｜高頻,,,A 基礎優先,,,,,
2774,non,41,02｜高頻,,,A 基礎優先,,,,,
2775,november,41,02｜高頻,,,A 基礎優先,,,,,
2776,photograph,41,02｜高頻,,,A 基礎優先,,,,,
2777,pride,41,02｜高頻,,,A 基礎優先,,,,,
2778,producing,41,02｜高頻,,,A 基礎優先,,,,,
2779,protect,41,02｜高頻,v.,保護,A 基礎必會,動詞,protected,protected,否,
2780,reasoning,41,02｜高頻,,,A 基礎優先,,,,,
2781,record,41,02｜高頻,v.,記錄,B 中高級核心,動詞,recorded,recorded,否,
2782,reduced,41,02｜高頻,,,A 基礎優先,,,,,
2783,responsibility,41,02｜高頻,,,A 基礎優先,,,,,
2784,retained,41,02｜高頻,,,A 基礎優先,,,,,
2785,rolled,41,02｜高頻,,,A 基礎優先,,,,,
2786,saddle,41,02｜高頻,,,A 基礎優先,,,,,
2787,sensibility,41,02｜高頻,,,A 基礎優先,,,,,
2788,shell,41,02｜高頻,,,A 基礎優先,,,,,
2789,shone,41,02｜高頻,,,A 基礎優先,,,,,
2790,sobs,41,02｜高頻,,,A 基礎優先,,,,,
2791,solid,41,02｜高頻,,,A 基礎優先,,,,,
2792,spectacles,41,02｜高頻,,,A 基礎優先,,,,,
2793,steadily,41,02｜高頻,,,A 基礎優先,,,,,
2794,strongly,41,02｜高頻,,,A 基礎優先,,,,,
